,critic,fresh,imdb,publication,quote,review_date,rtid,title,date,year,test
25253,Michael Wilmington,False,172726,Chicago Tribune,"Writer-director Craig Bolotin wants to get our motors racing, our minds pondering and our hearts pumping. Laudable goals; shaky results.",2000-01-01,16949,Light It Up,2000-01-01,2000,False
25254,Andy Seiler,True,172726,USA Today,"Crackling dialogue, surprising intelligence and an emotional wallop.",2000-01-01,16949,Light It Up,2000-01-01,2000,False
9944,Gene Siskel,True,80684,Chicago Tribune,"It balances bloodshed with charm, spectacle with childlike glee. It's a near flawless movie of its kind.",2000-01-01,11470,Star Wars: Episode V - The Empire Strikes Back,2000-01-01,2000,False
10208,Desson Thomson,True,93058,Washington Post,"Although the elements of the story are simple and precise, Kubrick infuses a dreamlike, fatalistic quality.",2000-01-01,16673,Full Metal Jacket,2000-01-01,2000,False
10209,Rita Kempley,True,93058,Washington Post,"Full Metal Jacket, ice and wildfire, order and chaos, is intellectual war, hard thought.",2000-01-01,16673,Full Metal Jacket,2000-01-01,2000,False
10210,Janet Maslin,True,93058,New York Times,"No one who sees Full Metal Jacket will easily put the film's last glimpse of D'Onofrio, or a great many other things about Kubrick's latest and most sobering vision, out of mind.",2000-01-01,16673,Full Metal Jacket,2000-01-01,2000,False
10488,Jonathan Rosenbaum,True,22100,Chicago Reader,This astonishing movie represents an unsurpassed grand synthesis of storytelling.,2000-01-01,17470,M,2000-01-01,2000,False
10487,Joe Baltake,True,22100,Sacramento Bee,"The film grows more unsettling when it becomes apparent that the child killer Beckert is something of a child himself, forcing the audience into something beyond complicity, something dangerously close to identification.",2000-01-01,17470,M,2000-01-01,2000,False
10486,Edward Guthmann,True,22100,San Francisco Chronicle,It's an impeccable film -- a model of psychological suspense and a stunning display of Lang's power and skill.,2000-01-01,17470,M,2000-01-01,2000,False
10485,John Hartl,True,22100,Film.com,Lorre's performance as a desperate killer who insists he can't help himself remains his finest hour on film.,2000-01-01,17470,M,2000-01-01,2000,False
24933,Peter Rainer,True,119698,New York Magazine,"Utilizing traditional hand-drawn cels and some computer-generated imagery, Miyazaki brings out the animism in this emerald vision and gives it a spaciousness rarely found even in live-action epics.",2000-01-01,10144,Mononoke-hime,2000-01-01,2000,False
24934,David Edelstein,True,119698,Slate,"The movie has a scope that makes Hollywood's homiletic, follow - your - dream fables look even more solipsistic.",2000-01-01,10144,Mononoke-hime,2000-01-01,2000,False
24935,Susan Stark,True,119698,Detroit News,"Brooding, occasionally bloody and often abstract, it explores animation's dramatic potential in wonderous ways.",2000-01-01,10144,Mononoke-hime,2000-01-01,2000,False
24936,Peter Brunette,True,119698,Film.com,"It's big and breathtaking, and it knows how to use music and silence in enthralling ways that make the characters in our animated films seem like empty-headed chatterboxes.",2000-01-01,10144,Mononoke-hime,2000-01-01,2000,False
24937,Frank Scheck,True,119698,Hollywood Reporter,"There is no denying the film's visual imagination, from the awe-inspiring creature creations to the stunning forest landscapes to the sensitive human characterizations.",2000-01-01,10144,Mononoke-hime,2000-01-01,2000,False
24938,Joe Baltake,True,119698,Sacramento Bee,"Strange and powerful, Hayao Miyazaki's Princess Mononoke sets a new standard in animation.",2000-01-01,10144,Mononoke-hime,2000-01-01,2000,False
24939,Ty Burr,True,119698,Entertainment Weekly,"A windswept pinnacle of its art, Princess Mononoke has the effect of making the average Disney film look like just another toy story.",2000-01-01,10144,Mononoke-hime,2000-01-01,2000,False
24940,Eleanor Ringel Gillespie,True,119698,Atlanta Journal-Constitution,"Boldly innovative yet eerily innocent, Princess Mononoke is unlike anything you've seen in the theaters this year.",2000-01-01,10144,Mononoke-hime,2000-01-01,2000,False
24941,Jay Carr,True,119698,Boston Globe,"Epic, mythic, simply terrific, Princess Mononoke brings a new kind of animation experience to the American moviegoing mainstream.",2000-01-01,10144,Mononoke-hime,2000-01-01,2000,False
10489,Roger Ebert,True,22100,Chicago Sun-Times,"The film doesn't ask for sympathy for the killer Franz Becker, but it asks for understanding: As he says in his own defense, he cannot escape or control the evil compulsions that overtake him.",2000-01-01,17470,M,2000-01-01,2000,False
10467,Janet Maslin,True,81505,New York Times,"Kubrick isn't out for screams, but he manages to make his movie thoroughly unnerving by keeping the horror so close to home.",2000-01-01,14884,The Shining,2000-01-01,2000,False
24943,Mark Caro,True,119698,Chicago Tribune,Hayao Miyazaki has created a world simply unlike any you've seen.,2000-01-01,10144,Mononoke-hime,2000-01-01,2000,False
24944,Michael Atkinson,False,119698,Mr. Showbiz,"We may never grasp what it is about Princess Mononoke that made it a smash in Japan, but there's no denying that an enormous amount of something or other got lost in the translation.",2000-01-01,10144,Mononoke-hime,2000-01-01,2000,False
10457,Roger Ebert,True,23969,Chicago Sun-Times,"The Marx Brothers created a body of work in which individual films are like slices from the whole, but Duck Soup (1933) is probably the best.",2000-01-01,18986,Duck Soup,2000-01-01,2000,False
24945,Roger Ebert,True,119698,At the Movies,"Princess Mononoke is a great achievement and a wonderful experience, and one of the best films of the year.",2000-01-01,10144,Mononoke-hime,2000-01-01,2000,False
10439,Roger Ebert,True,71315,Chicago Sun-Times,"[Nicholson's] performance is key in keeping Chinatown from becoming just a genre crime picture--that, and a Robert Towne screenplay that evokes an older Los Angeles.",2000-01-01,12883,Chinatown,2000-01-01,2000,False
24946,Kenneth Turan,True,119698,Los Angeles Times,Animation as we've not experienced it before.,2000-01-01,10144,Mononoke-hime,2000-01-01,2000,False
24947,J. Hoberman,True,119698,Village Voice,"Princess Mononoke is a complex, superbly rendered, and wildly eccentric anime.",2000-01-01,10144,Mononoke-hime,2000-01-01,2000,False
24955,Roger Ebert,True,200849,Chicago Sun-Times,"My Best Fiend is about two men who both wanted to be dominant, who both had all the answers, who were inseparably bound together in love and hate, and who created extraordinary work -- while all the time each resented the other's contribution.",2000-01-01,20535,Mein liebster Feind - Klaus Kinski,2000-01-01,2000,False
10431,Roger Ebert,True,56801,Chicago Sun-Times,8 1/2 is the best film ever made about filmmaking.,2000-01-01,18384,8½,2000-01-01,2000,False
10430,Peter Rainer,True,56801,New York Magazine,"Its opening [has] perhaps the greatest dream scene of all: Marcello Mastroianni's Guido stifled in a silent traffic jam, onlookers gazing blankly at him as he rises through the sunroof of his car, high into the sky. The rest of the film isn't too shabby.",2000-01-01,18384,8½,2000-01-01,2000,False
10429,J. Hoberman,True,56801,Village Voice,"The ensuing decades have brought forth a deluge of bogus masterpieces, and Fellini's, by comparison, holds up rather well.",2000-01-01,18384,8½,2000-01-01,2000,False
10428,Hal Hinson,True,56801,Washington Post,"[Fellini] is that rare sort of artist who can be loved, revered and just barely tolerated, all at the same time.",2000-01-01,18384,8½,2000-01-01,2000,False
10427,Desson Thomson,True,56801,Washington Post,"Somehow, the movie is more than the dated crisis of a naval-contemplating artist. It's about the inability in all of us to make sense of our lives, put it all together and come up with something meaningful.",2000-01-01,18384,8½,2000-01-01,2000,False
24942,Jonathan Foreman,True,119698,New York Post,"A haunting, beautiful film that holds your attention despite its length and its complex plot.",2000-01-01,10144,Mononoke-hime,2000-01-01,2000,False
24956,Jonathan Rosenbaum,False,200849,Chicago Reader,"What's the difference between artistry and bravado? This isn't a question I generally feel inclined to ask, but I'm compelled by the work of Werner Herzog, who scrambles the two until it's difficult to tell which is which.",2000-01-01,20535,Mein liebster Feind - Klaus Kinski,2000-01-01,2000,False
24916,Jonathan Foreman,True,144178,New York Post,Beautifully shot and often moving.,2000-01-01,770684867,Dreaming of Joseph Lees,2000-01-01,2000,False
10498,Richard Harrington,True,92991,Washington Post,"The acting is straight out of '50s B movies. The exposition is clumsy, the sound track corny, the denouement silly. Then again, who said bad taste was easy?",2000-01-01,98831005,Evil Dead II,2000-01-01,2000,False
10557,John Hartl,True,105695,Film.com,This is the best work Eastwood has done as a director since The Outlaw Josey Wales 16 years ago.,2000-01-01,13014,Unforgiven,2000-01-01,2000,False
10556,Hal Hinson,False,105695,Washington Post,"By now ... Eastwood has little more than a paint-by-numbers approach to acting. As a result, we relate to Munny more as a compendium of Eastwood's earlier characters.",2000-01-01,13014,Unforgiven,2000-01-01,2000,False
10555,Desson Thomson,True,105695,Washington Post,"Jumps adroitly between the macho and anti-macho, the romantic and anti-romantic.",2000-01-01,13014,Unforgiven,2000-01-01,2000,False
24878,Tom Keogh,False,166943,Film.com,"It may be premature to think Craven just doesn't spark outside the horror genre, but there's nothing here to suggest the opposite.",2000-01-01,10485,Music of the Heart,2000-01-01,2000,False
24879,Eleanor Ringel Gillespie,True,166943,Atlanta Journal-Constitution,"Streep's extraordinary performance makes this the rare inspirational movie that actually is, well, inspirational.",2000-01-01,10485,Music of the Heart,2000-01-01,2000,False
24880,Susan Stark,True,166943,Detroit News,"A movie that tells a story not from some Hollywood swifty's febrile imagination, but rather from life.",2000-01-01,10485,Music of the Heart,2000-01-01,2000,False
24881,Jay Carr,True,166943,Boston Globe,"I've always had a soft spot for teacher movies, and this one is high on my list.",2000-01-01,10485,Music of the Heart,2000-01-01,2000,False
24882,David Stratton,True,166943,Variety,"All other credits are pro, with a special nod to Peter Deming's subtly nuanced camerawork.",2000-01-01,10485,Music of the Heart,2000-01-01,2000,False
24883,Kevin Maynard,True,166943,Mr. Showbiz,Music is a calculated but effective film.,2000-01-01,10485,Music of the Heart,2000-01-01,2000,False
24884,Jeff Millar,False,166943,Houston Chronicle,"For its first three laps, this inspirational - teacher movie moves too slowly, even with the head start I give inspirational - teacher movies.",2000-01-01,10485,Music of the Heart,2000-01-01,2000,False
24885,Mary Elizabeth Williams,False,166943,Salon.com,Another utterly bland lump of Hollywood crapola.,2000-01-01,10485,Music of the Heart,2000-01-01,2000,False
24886,Lou Lumenick,False,166943,New York Post,"Overwrought tearjerker, directed without a shred of subtlety.",2000-01-01,10485,Music of the Heart,2000-01-01,2000,False
10540,Hal Hinson,True,107048,Washington Post,... brilliantly imaginative ...,2000-01-01,11770,Groundhog Day,2000-01-01,2000,False
10497,Roger Ebert,True,92991,Chicago Sun-Times,"If you know it's all special effects, and if you've seen a lot of other movies and have a sense of humor, you might have a great time at Evil Dead 2.",2000-01-01,98831005,Evil Dead II,2000-01-01,2000,False
10539,James Berardinelli,True,107048,ReelViews,"This movie has all the qualities necessary to be a crowd-pleaser: likable characters, charismatic performers, a strong, capably-executed premise, and lots of laughs.",2000-01-01,11770,Groundhog Day,2000-01-01,2000,False
10537,Desson Thomson,True,107048,Washington Post,"Groundhog will never be designated a national film treasure by the Library of Congress. But, in terms of vehicle selection, this is one of the better ones Murray has hitched himself to.",2000-01-01,11770,Groundhog Day,2000-01-01,2000,False
24887,Owen Gleiberman,False,166943,Entertainment Weekly,"There really is a Roberta Guaspari, but this dull, wanly repetitive teacher movie fails to bring her story to life.",2000-01-01,10485,Music of the Heart,2000-01-01,2000,False
24897,Owen Gleiberman,True,120601,Entertainment Weekly,The most excitingly original movie of the year.,2000-01-01,14414,Being John Malkovich,2000-01-01,2000,False
24898,Jay Carr,True,120601,Boston Globe,"Being John Malkovich is more than just the latest cool, smart, funny movie. It jumps off the screen with the kind of freshness, originality, and light-handed stranglehold on the Zeitgeist that moves movies forward.",2000-01-01,14414,Being John Malkovich,2000-01-01,2000,False
24899,Peter Rainer,True,120601,New York Magazine,Dazzlingly singular movies aren't often this much fun.,2000-01-01,14414,Being John Malkovich,2000-01-01,2000,False
